img_name,masked_image,binary_image,clone,rep,tuber,sprouting,hollow_heart,IBS,bruise,cracks,stemend_browning,anthocyanin,vascular_discoloration,greening,unknow_defect
25_1_9,25_1_9_masked.jpg,25_1_9_binary.jpg,25,1,9,0,0,0,0,0,0,0,0,0,0
25_1_10,25_1_10_masked.jpg,25_1_10_binary.jpg,25,1,10,0,0,0,0,0,0,0,0,0,0
25_2_1,25_2_1_masked.jpg,25_2_1_binary.jpg,25,2,1,0,0,0,1,1,0,0,0,0,0
25_2_2,25_2_2_masked.jpg,25_2_2_binary.jpg,25,2,2,1,1,0,0,0,0,0,0,0,0
25_2_3,25_2_3_masked.jpg,25_2_3_binary.jpg,25,2,3,0,0,0,1,0,0,0,0,0,0
25_2_4,25_2_4_masked.jpg,25_2_4_binary.jpg,25,2,4,0,0,1,0,0,0,0,0,0,0
25_2_5,25_2_5_masked.jpg,25_2_5_binary.jpg,25,2,5,0,0,0,0,0,0,0,0,0,0
26_1_6,26_1_6_masked.jpg,26_1_6_binary.jpg,26,1,6,0,0,0,0,0,0,0,0,0,0
26_1_7,26_1_7_masked.jpg,26_1_7_binary.jpg,26,1,7,0,0,0,0,0,0,0,0,0,0
26_1_8,26_1_8_masked.jpg,26_1_8_binary.jpg,26,1,8,0,0,0,1,0,1,0,0,0,0
26_1_9,26_1_9_masked.jpg,26_1_9_binary.jpg,26,1,9,0,0,0,0,0,0,0,0,0,0
26_1_10,26_1_10_masked.jpg,26_1_10_binary.jpg,26,1,10,0,0,0,0,0,0,0,0,0,0
26_2_1,26_2_1_masked.jpg,26_2_1_binary.jpg,26,2,1,1,0,0,1,1,0,0,0,0,1
26_2_2,26_2_2_masked.jpg,26_2_2_binary.jpg,26,2,2,1,0,0,0,0,0,0,0,0,0
26_2_3,26_2_3_masked.jpg,26_2_3_binary.jpg,26,2,3,0,0,1,1,0,0,0,0,0,0
26_2_4,26_2_4_masked.jpg,26_2_4_binary.jpg,26,2,4,0,0,0,0,0,0,0,0,0,0
26_2_5,26_2_5_masked.jpg,26_2_5_binary.jpg,26,2,5,0,0,0,1,0,0,0,0,0,0
27_1_6,27_1_6_masked.jpg,27_1_6_binary.jpg,27,1,6,1,0,0,0,0,0,0,0,0,0
27_1_7,27_1_7_masked.jpg,27_1_7_binary.jpg,27,1,7,0,0,0,0,0,0,0,0,0,0
27_1_8,27_1_8_masked.jpg,27_1_8_binary.jpg,27,1,8,0,0,0,1,0,0,0,0,0,0
27_1_9,27_1_9_masked.jpg,27_1_9_binary.jpg,27,1,9,1,0,0,0,0,0,0,0,0,0
27_1_10,27_1_10_masked.jpg,27_1_10_binary.jpg,27,1,10,0,0,0,0,0,0,0,0,0,0
27_2_1,27_2_1_masked.jpg,27_2_1_binary.jpg,27,2,1,0,0,0,0,0,0,0,0,0,0
27_2_2,27_2_2_masked.jpg,27_2_2_binary.jpg,27,2,2,0,0,0,0,0,0,0,0,0,0
27_2_3,27_2_3_masked.jpg,27_2_3_binary.jpg,27,2,3,0,0,0,0,0,0,0,0,0,1
27_2_4,27_2_4_masked.jpg,27_2_4_binary.jpg,27,2,4,0,0,0,0,0,0,0,0,0,1
27_2_5,27_2_5_masked.jpg,27_2_5_binary.jpg,27,2,5,0,0,0,0,0,0,0,0,0,0
28_1_6,28_1_6_masked.jpg,28_1_6_binary.jpg,28,1,6,0,0,0,0,0,0,0,0,0,0
28_1_7,28_1_7_masked.jpg,28_1_7_binary.jpg,28,1,7,0,0,0,0,0,0,0,0,0,0
28_1_8,28_1_8_masked.jpg,28_1_8_binary.jpg,28,1,8,0,0,0,0,0,0,0,0,0,0
28_1_9,28_1_9_masked.jpg,28_1_9_binary.jpg,28,1,9,0,0,0,0,0,0,0,0,0,0
28_1_10,28_1_10_masked.jpg,28_1_10_binary.jpg,28,1,10,0,0,0,1,0,0,0,0,0,0
28_2_1,28_2_1_masked.jpg,28_2_1_binary.jpg,28,2,1,0,0,0,1,0,0,0,0,0,0
28_2_2,28_2_2_masked.jpg,28_2_2_binary.jpg,28,2,2,0,0,0,1,1,0,0,0,0,0
28_2_3,28_2_3_masked.jpg,28_2_3_binary.jpg,28,2,3,0,0,0,1,1,0,0,0,0,0
28_2_4,28_2_4_masked.jpg,28_2_4_binary.jpg,28,2,4,0,0,0,0,0,0,0,0,0,0
28_2_5,28_2_5_masked.jpg,28_2_5_binary.jpg,28,2,5,0,0,0,0,0,0,0,0,0,0
29_1_6,29_1_6_masked.jpg,29_1_6_binary.jpg,29,1,6,0,0,0,0,0,0,0,0,0,0
29_1_7,29_1_7_masked.jpg,29_1_7_binary.jpg,29,1,7,0,0,0,1,0,0,0,0,0,0
29_1_8,29_1_8_masked.jpg,29_1_8_binary.jpg,29,1,8,0,0,0,0,0,0,0,0,0,0
29_1_9,29_1_9_masked.jpg,29_1_9_binary.jpg,29,1,9,0,0,0,0,0,0,0,0,0,0
29_1_10,29_1_10_masked.jpg,29_1_10_binary.jpg,29,1,10,0,0,0,0,0,0,0,0,0,0
29_2_1,29_2_1_masked.jpg,29_2_1_binary.jpg,29,2,1,0,0,0,1,0,0,0,0,0,0
29_2_2,29_2_2_masked.jpg,29_2_2_binary.jpg,29,2,2,0,0,0,0,0,0,0,0,0,0
29_2_3,29_2_3_masked.jpg,29_2_3_binary.jpg,29,2,3,0,0,0,0,0,0,0,0,0,0
29_2_4,29_2_4_masked.jpg,29_2_4_binary.jpg,29,2,4,0,0,0,0,0,0,0,0,0,0
29_2_5,29_2_5_masked.jpg,29_2_5_binary.jpg,29,2,5,0,0,0,1,0,0,0,0,0,0
30_1_6,30_1_6_masked.jpg,30_1_6_binary.jpg,30,1,6,0,0,0,0,0,0,0,0,0,0
30_1_7,30_1_7_masked.jpg,30_1_7_binary.jpg,30,1,7,1,0,0,0,0,0,0,0,0,0
30_1_8,30_1_8_masked.jpg,30_1_8_binary.jpg,30,1,8,0,0,0,1,0,0,0,0,0,0
30_1_9,30_1_9_masked.jpg,30_1_9_binary.jpg,30,1,9,0,0,0,0,0,0,0,0,0,0
30_1_10,30_1_10_masked.jpg,30_1_10_binary.jpg,30,1,10,1,0,0,0,0,0,0,0,0,0
30_2_1,30_2_1_masked.jpg,30_2_1_binary.jpg,30,2,1,1,0,0,1,0,0,0,0,0,0
30_2_2,30_2_2_masked.jpg,30_2_2_binary.jpg,30,2,2,0,0,0,0,0,0,0,0,0,0
30_2_3,30_2_3_masked.jpg,30_2_3_binary.jpg,30,2,3,1,0,0,0,0,0,0,0,0,0
30_2_4,30_2_4_masked.jpg,30_2_4_binary.jpg,30,2,4,1,0,0,0,0,0,0,0,0,0
30_2_5,30_2_5_masked.jpg,30_2_5_binary.jpg,30,2,5,0,0,0,0,0,0,0,0,0,0
31_1_6,31_1_6_masked.jpg,31_1_6_binary.jpg,31,1,6,0,0,0,0,0,0,0,0,0,0
31_1_7,31_1_7_masked.jpg,31_1_7_binary.jpg,31,1,7,1,0,0,0,0,0,0,0,0,0
31_1_8,31_1_8_masked.jpg,31_1_8_binary.jpg,31,1,8,0,0,0,0,0,0,0,0,0,0
31_1_9,31_1_9_masked.jpg,31_1_9_binary.jpg,31,1,9,1,0,0,0,0,0,0,0,0,0
31_1_10,31_1_10_masked.jpg,31_1_10_binary.jpg,31,1,10,1,0,0,0,0,0,0,0,0,0
31_2_1,31_2_1_masked.jpg,31_2_1_binary.jpg,31,2,1,0,0,0,1,0,0,0,0,0,0
31_2_2,31_2_2_masked.jpg,31_2_2_binary.jpg,31,2,2,0,0,0,0,0,0,0,0,0,0
31_2_3,31_2_3_masked.jpg,31_2_3_binary.jpg,31,2,3,0,0,1,0,0,0,0,1,0,0
31_2_4,31_2_4_masked.jpg,31_2_4_binary.jpg,31,2,4,0,0,0,1,0,0,0,1,0,0
31_2_5,31_2_5_masked.jpg,31_2_5_binary.jpg,31,2,5,0,0,1,0,0,0,0,0,0,0
32_1_6,32_1_6_masked.jpg,32_1_6_binary.jpg,32,1,6,0,0,0,0,0,0,0,0,0,0
32_1_7,32_1_7_masked.jpg,32_1_7_binary.jpg,32,1,7,0,0,0,0,0,0,0,0,0,0
32_1_8,32_1_8_masked.jpg,32_1_8_binary.jpg,32,1,8,0,0,0,0,0,0,0,1,0,0
32_1_9,32_1_9_masked.jpg,32_1_9_binary.jpg,32,1,9,0,0,0,1,1,0,0,1,0,0
32_1_10,32_1_10_masked.jpg,32_1_10_binary.jpg,32,1,10,0,0,0,0,0,0,0,0,0,0
32_2_1,32_2_1_masked.jpg,32_2_1_binary.jpg,32,2,1,0,0,0,0,1,0,0,0,0,0
32_2_2,32_2_2_masked.jpg,32_2_2_binary.jpg,32,2,2,0,0,0,0,0,0,0,0,0,0
32_2_3,32_2_3_masked.jpg,32_2_3_binary.jpg,32,2,3,0,0,0,0,0,0,0,0,0,0
32_2_4,32_2_4_masked.jpg,32_2_4_binary.jpg,32,2,4,0,0,0,0,0,0,0,0,0,0
32_2_5,32_2_5_masked.jpg,32_2_5_binary.jpg,32,2,5,0,0,0,0,0,0,0,0,0,0
33_1_6,33_1_6_masked.jpg,33_1_6_binary.jpg,33,1,6,0,0,1,1,0,1,0,0,0,0
33_1_7,33_1_7_masked.jpg,33_1_7_binary.jpg,33,1,7,0,0,1,0,0,0,0,0,0,0
33_1_8,33_1_8_masked.jpg,33_1_8_binary.jpg,33,1,8,0,0,1,0,0,0,0,0,0,0
33_1_9,33_1_9_masked.jpg,33_1_9_binary.jpg,33,1,9,0,0,0,0,0,0,0,0,0,0
33_1_10,33_1_10_masked.jpg,33_1_10_binary.jpg,33,1,10,0,0,0,0,0,0,0,0,0,0
33_2_1,33_2_1_masked.jpg,33_2_1_binary.jpg,33,2,1,0,0,0,0,0,0,0,0,0,0
33_2_2,33_2_2_masked.jpg,33_2_2_binary.jpg,33,2,2,0,0,0,0,0,0,0,0,0,0
33_2_3,33_2_3_masked.jpg,33_2_3_binary.jpg,33,2,3,0,0,0,0,0,0,0,0,0,0
33_2_4,33_2_4_masked.jpg,33_2_4_binary.jpg,33,2,4,0,0,0,0,0,0,0,0,0,0
33_2_5,33_2_5_masked.jpg,33_2_5_binary.jpg,33,2,5,0,0,0,0,0,0,0,0,0,0
34_1_6,34_1_6_masked.jpg,34_1_6_binary.jpg,34,1,6,1,0,1,0,0,0,0,0,0,0
34_1_7,34_1_7_masked.jpg,34_1_7_binary.jpg,34,1,7,1,0,1,0,0,0,0,0,0,0
34_1_8,34_1_8_masked.jpg,34_1_8_binary.jpg,34,1,8,0,0,1,0,0,0,0,0,0,0
34_1_9,34_1_9_masked.jpg,34_1_9_binary.jpg,34,1,9,0,0,1,0,0,0,0,0,0,0
34_1_10,34_1_10_masked.jpg,34_1_10_binary.jpg,34,1,10,0,0,0,1,0,1,0,1,0,0
34_2_1,34_2_1_masked.jpg,34_2_1_binary.jpg,34,2,1,0,0,0,1,1,0,0,0,0,0
34_2_2,34_2_2_masked.jpg,34_2_2_binary.jpg,34,2,2,0,0,0,0,0,0,0,1,0,0
34_2_3,34_2_3_masked.jpg,34_2_3_binary.jpg,34,2,3,0,0,0,1,1,0,0,0,0,0
34_2_4,34_2_4_masked.jpg,34_2_4_binary.jpg,34,2,4,1,0,0,1,1,0,0,1,0,0
34_2_5,34_2_5_masked.jpg,34_2_5_binary.jpg,34,2,5,0,0,0,0,0,0,0,1,0,0
35_1_6,35_1_6_masked.jpg,35_1_6_binary.jpg,35,1,6,0,0,1,0,0,0,0,0,0,0
35_1_7,35_1_7_masked.jpg,35_1_7_binary.jpg,35,1,7,0,0,1,0,0,0,0,1,0,0
35_1_8,35_1_8_masked.jpg,35_1_8_binary.jpg,35,1,8,0,0,0,1,0,0,0,0,0,0
35_1_9,35_1_9_masked.jpg,35_1_9_binary.jpg,35,1,9,0,0,0,0,0,0,0,0,0,0
35_1_10,35_1_10_masked.jpg,35_1_10_binary.jpg,35,1,10,0,0,0,0,0,0,0,0,0,0
35_2_1,35_2_1_masked.jpg,35_2_1_binary.jpg,35,2,1,0,0,0,1,0,0,0,0,0,0
35_2_2,35_2_2_masked.jpg,35_2_2_binary.jpg,35,2,2,0,0,0,1,1,0,0,0,0,0
35_2_3,35_2_3_masked.jpg,35_2_3_binary.jpg,35,2,3,0,1,0,1,1,0,0,0,0,0
35_2_4,35_2_4_masked.jpg,35_2_4_binary.jpg,35,2,4,0,1,0,0,0,0,0,0,0,0
35_2_5,35_2_5_masked.jpg,35_2_5_binary.jpg,35,2,5,0,0,0,0,0,0,0,1,0,0
36_1_6,36_1_6_masked.jpg,36_1_6_binary.jpg,36,1,6,0,0,1,0,0,0,0,0,0,0
36_1_7,36_1_7_masked.jpg,36_1_7_binary.jpg,36,1,7,0,0,0,1,0,1,0,0,0,0
36_1_8,36_1_8_masked.jpg,36_1_8_binary.jpg,36,1,8,0,0,0,1,1,0,0,0,0,0
36_1_9,36_1_9_masked.jpg,36_1_9_binary.jpg,36,1,9,0,0,0,1,0,0,0,0,0,0
36_1_10,36_1_10_masked.jpg,36_1_10_binary.jpg,36,1,10,1,0,0,0,0,0,0,0,0,0
36_2_1,36_2_1_masked.jpg,36_2_1_binary.jpg,36,2,1,1,0,0,1,0,0,0,1,0,0
36_2_2,36_2_2_masked.jpg,36_2_2_binary.jpg,36,2,2,0,0,1,1,0,0,0,0,0,0
36_2_3,36_2_3_masked.jpg,36_2_3_binary.jpg,36,2,3,1,0,1,1,1,1,0,0,0,0
36_2_4,36_2_4_masked.jpg,36_2_4_binary.jpg,36,2,4,0,0,1,1,0,1,0,1,0,0
36_2_5,36_2_5_masked.jpg,36_2_5_binary.jpg,36,2,5,0,0,1,0,0,0,0,1,0,0
37_1_6,37_1_6_masked.jpg,37_1_6_binary.jpg,37,1,6,0,0,0,1,0,1,0,0,0,0
37_1_7,37_1_7_masked.jpg,37_1_7_binary.jpg,37,1,7,0,0,0,1,0,1,0,0,0,0
37_1_8,37_1_8_masked.jpg,37_1_8_binary.jpg,37,1,8,0,0,0,1,0,0,0,0,0,0
37_1_9,37_1_9_masked.jpg,37_1_9_binary.jpg,37,1,9,0,0,0,0,0,0,0,0,0,0
37_1_10,37_1_10_masked.jpg,37_1_10_binary.jpg,37,1,10,1,0,0,0,0,0,0,0,0,0
37_2_1,37_2_1_masked.jpg,37_2_1_binary.jpg,37,2,1,0,0,0,0,0,0,0,0,0,0
37_2_2,37_2_2_masked.jpg,37_2_2_binary.jpg,37,2,2,0,0,0,1,0,1,0,0,0,0
37_2_3,37_2_3_masked.jpg,37_2_3_binary.jpg,37,2,3,0,0,0,0,0,0,0,0,0,0
37_2_4,37_2_4_masked.jpg,37_2_4_binary.jpg,37,2,4,0,0,0,0,0,0,0,0,0,0
37_2_5,37_2_5_masked.jpg,37_2_5_binary.jpg,37,2,5,0,0,0,1,1,0,0,0,0,0
38_1_6,38_1_6_masked.jpg,38_1_6_binary.jpg,38,1,6,0,0,0,0,0,0,0,0,0,0
38_1_7,38_1_7_masked.jpg,38_1_7_binary.jpg,38,1,7,1,0,0,0,0,0,0,0,0,0
38_1_8,38_1_8_masked.jpg,38_1_8_binary.jpg,38,1,8,0,0,0,0,0,0,0,0,0,0
38_1_9,38_1_9_masked.jpg,38_1_9_binary.jpg,38,1,9,0,0,0,0,0,0,0,0,0,0
38_1_10,38_1_10_masked.jpg,38_1_10_binary.jpg,38,1,10,0,0,0,0,0,0,0,0,0,0
38_2_1,38_2_1_masked.jpg,38_2_1_binary.jpg,38,2,1,1,0,0,0,0,0,0,0,0,0
38_2_2,38_2_2_masked.jpg,38_2_2_binary.jpg,38,2,2,0,0,0,0,0,0,0,0,0,0
38_2_3,38_2_3_masked.jpg,38_2_3_binary.jpg,38,2,3,0,0,0,0,0,0,0,0,0,0
38_2_4,38_2_4_masked.jpg,38_2_4_binary.jpg,38,2,4,0,0,0,0,0,0,0,0,0,0
38_2_5,38_2_5_masked.jpg,38_2_5_binary.jpg,38,2,5,0,0,0,0,0,0,0,0,0,0
39_1_6,39_1_6_masked.jpg,39_1_6_binary.jpg,39,1,6,0,0,0,0,0,0,0,0,0,0
39_1_7,39_1_7_masked.jpg,39_1_7_binary.jpg,39,1,7,0,0,0,0,0,0,0,0,0,0
39_1_8,39_1_8_masked.jpg,39_1_8_binary.jpg,39,1,8,0,0,0,0,0,0,0,0,0,0
39_1_9,39_1_9_masked.jpg,39_1_9_binary.jpg,39,1,9,0,0,0,0,0,0,0,0,0,0
39_1_10,39_1_10_masked.jpg,39_1_10_binary.jpg,39,1,10,0,0,0,0,0,0,0,0,0,0
39_2_1,39_2_1_masked.jpg,39_2_1_binary.jpg,39,2,1,0,0,0,0,0,0,0,1,0,0
39_2_2,39_2_2_masked.jpg,39_2_2_binary.jpg,39,2,2,0,0,0,0,0,0,0,0,0,0
39_2_3,39_2_3_masked.jpg,39_2_3_binary.jpg,39,2,3,0,0,0,0,0,0,0,0,0,0
39_2_4,39_2_4_masked.jpg,39_2_4_binary.jpg,39,2,4,0,0,0,0,0,0,0,0,0,0
39_2_5,39_2_5_masked.jpg,39_2_5_binary.jpg,39,2,5,0,0,0,0,0,0,0,0,0,0
40_1_6,40_1_6_masked.jpg,40_1_6_binary.jpg,40,1,6,0,0,0,0,0,0,0,0,0,0
40_1_7,40_1_7_masked.jpg,40_1_7_binary.jpg,40,1,7,0,0,0,0,0,0,0,0,0,0
40_1_8,40_1_8_masked.jpg,40_1_8_binary.jpg,40,1,8,0,0,0,0,0,0,0,0,0,0
40_1_9,40_1_9_masked.jpg,40_1_9_binary.jpg,40,1,9,0,0,0,0,0,0,0,0,0,0
40_1_10,40_1_10_masked.jpg,40_1_10_binary.jpg,40,1,10,0,0,0,0,0,0,0,0,0,0
40_2_1,40_2_1_masked.jpg,40_2_1_binary.jpg,40,2,1,0,0,0,0,0,0,1,0,0,0
40_2_2,40_2_2_masked.jpg,40_2_2_binary.jpg,40,2,2,0,0,0,0,0,0,0,0,0,0
40_2_3,40_2_3_masked.jpg,40_2_3_binary.jpg,40,2,3,0,0,0,0,0,0,0,0,0,0
40_2_4,40_2_4_masked.jpg,40_2_4_binary.jpg,40,2,4,0,1,0,0,1,0,0,0,0,1
40_2_5,40_2_5_masked.jpg,40_2_5_binary.jpg,40,2,5,0,0,0,0,1,0,0,0,0,0
41_1_6,41_1_6_masked.jpg,41_1_6_binary.jpg,41,1,6,0,0,0,0,0,0,0,0,0,0
41_1_7,41_1_7_masked.jpg,41_1_7_binary.jpg,41,1,7,1,0,0,0,0,0,0,0,0,0
41_1_8,41_1_8_masked.jpg,41_1_8_binary.jpg,41,1,8,1,0,0,0,0,0,0,0,0,0
41_1_9,41_1_9_masked.jpg,41_1_9_binary.jpg,41,1,9,0,0,0,0,0,0,0,0,0,0
41_1_10,41_1_10_masked.jpg,41_1_10_binary.jpg,41,1,10,0,0,0,0,0,0,0,0,0,0
41_2_1,41_2_1_masked.jpg,41_2_1_binary.jpg,41,2,1,0,0,0,0,0,0,0,0,0,0
41_2_2,41_2_2_masked.jpg,41_2_2_binary.jpg,41,2,2,1,0,0,0,0,0,0,0,0,0
41_2_3,41_2_3_masked.jpg,41_2_3_binary.jpg,41,2,3,1,0,0,0,0,0,0,0,0,0
41_2_4,41_2_4_masked.jpg,41_2_4_binary.jpg,41,2,4,0,0,0,0,0,0,0,0,0,0
41_2_5,41_2_5_masked.jpg,41_2_5_binary.jpg,41,2,5,1,0,0,1,0,0,0,0,0,0
42_1_6,42_1_6_masked.jpg,42_1_6_binary.jpg,42,1,6,0,0,0,1,0,1,0,0,0,0
42_1_7,42_1_7_masked.jpg,42_1_7_binary.jpg,42,1,7,0,0,0,1,0,1,0,0,0,0
42_1_8,42_1_8_masked.jpg,42_1_8_binary.jpg,42,1,8,0,0,0,1,0,1,0,0,0,0
42_1_9,42_1_9_masked.jpg,42_1_9_binary.jpg,42,1,9,0,0,0,1,0,1,0,0,0,0
42_1_10,42_1_10_masked.jpg,42_1_10_binary.jpg,42,1,10,0,0,0,0,0,0,0,1,0,0
42_2_1,42_2_1_masked.jpg,42_2_1_binary.jpg,42,2,1,0,0,0,1,0,1,0,0,0,0
42_2_2,42_2_2_masked.jpg,42_2_2_binary.jpg,42,2,2,0,0,0,1,0,1,0,0,0,0
42_2_3,42_2_3_masked.jpg,42_2_3_binary.jpg,42,2,3,0,0,0,1,0,1,0,0,0,0
42_2_4,42_2_4_masked.jpg,42_2_4_binary.jpg,42,2,4,0,0,0,0,0,0,0,0,0,0
42_2_5,42_2_5_masked.jpg,42_2_5_binary.jpg,42,2,5,0,0,0,0,0,0,0,0,0,0
43_1_6,43_1_6_masked.jpg,43_1_6_binary.jpg,43,1,6,0,0,0,0,0,0,0,0,0,0
43_1_7,43_1_7_masked.jpg,43_1_7_binary.jpg,43,1,7,0,0,0,0,0,0,0,0,0,0
43_1_8,43_1_8_masked.jpg,43_1_8_binary.jpg,43,1,8,0,0,0,0,0,0,0,0,0,0
43_1_9,43_1_9_masked.jpg,43_1_9_binary.jpg,43,1,9,0,0,0,0,0,0,0,0,0,0
43_1_10,43_1_10_masked.jpg,43_1_10_binary.jpg,43,1,10,0,0,0,0,0,0,1,0,0,0
43_2_1,43_2_1_masked.jpg,43_2_1_binary.jpg,43,2,1,0,0,0,0,0,0,0,0,0,0
43_2_2,43_2_2_masked.jpg,43_2_2_binary.jpg,43,2,2,0,0,0,0,0,0,0,0,0,0
43_2_3,43_2_3_masked.jpg,43_2_3_binary.jpg,43,2,3,0,0,0,0,0,0,0,0,0,0
43_2_4,43_2_4_masked.jpg,43_2_4_binary.jpg,43,2,4,0,0,0,0,0,0,0,0,0,0
43_2_5,43_2_5_masked.jpg,43_2_5_binary.jpg,43,2,5,0,0,0,0,0,0,0,0,0,0
44_1_6,44_1_6_masked.jpg,44_1_6_binary.jpg,44,1,6,0,0,0,0,0,0,0,0,0,0
44_1_7,44_1_7_masked.jpg,44_1_7_binary.jpg,44,1,7,0,0,0,0,0,0,0,0,0,0
44_1_8,44_1_8_masked.jpg,44_1_8_binary.jpg,44,1,8,0,0,0,0,0,0,0,0,0,0
44_1_9,44_1_9_masked.jpg,44_1_9_binary.jpg,44,1,9,1,0,0,0,0,0,0,0,0,0
44_1_10,44_1_10_masked.jpg,44_1_10_binary.jpg,44,1,10,0,0,0,0,0,0,0,0,0,0
44_2_1,44_2_1_masked.jpg,44_2_1_binary.jpg,44,2,1,0,0,0,0,0,0,0,0,0,0
44_2_2,44_2_2_masked.jpg,44_2_2_binary.jpg,44,2,2,0,0,0,0,0,0,0,0,0,0
44_2_3,44_2_3_masked.jpg,44_2_3_binary.jpg,44,2,3,0,0,0,0,0,0,0,0,0,0
44_2_4,44_2_4_masked.jpg,44_2_4_binary.jpg,44,2,4,0,0,0,0,0,0,0,0,0,0
44_2_5,44_2_5_masked.jpg,44_2_5_binary.jpg,44,2,5,1,0,0,0,0,0,0,0,0,0
45_1_6,45_1_6_masked.jpg,45_1_6_binary.jpg,45,1,6,0,0,0,0,0,0,0,0,0,0
45_1_7,45_1_7_masked.jpg,45_1_7_binary.jpg,45,1,7,0,0,0,0,0,0,0,0,0,0
45_1_8,45_1_8_masked.jpg,45_1_8_binary.jpg,45,1,8,1,0,0,0,0,0,0,0,0,0
45_1_9,45_1_9_masked.jpg,45_1_9_binary.jpg,45,1,9,0,0,0,0,0,0,0,0,0,0
45_1_10,45_1_10_masked.jpg,45_1_10_binary.jpg,45,1,10,0,0,0,0,0,0,0,0,0,0
45_2_1,45_2_1_masked.jpg,45_2_1_binary.jpg,45,2,1,1,0,0,0,0,0,0,0,0,0
45_2_2,45_2_2_masked.jpg,45_2_2_binary.jpg,45,2,2,0,0,0,0,0,0,0,0,0,0
45_2_3,45_2_3_masked.jpg,45_2_3_binary.jpg,45,2,3,0,0,0,0,0,0,0,0,0,0
45_2_4,45_2_4_masked.jpg,45_2_4_binary.jpg,45,2,4,0,0,0,0,0,0,0,0,0,0
45_2_5,45_2_5_masked.jpg,45_2_5_binary.jpg,45,2,5,0,0,0,0,0,0,0,0,0,0
46_1_6,46_1_6_masked.jpg,46_1_6_binary.jpg,46,1,6,0,0,0,0,0,0,0,0,0,0
46_1_7,46_1_7_masked.jpg,46_1_7_binary.jpg,46,1,7,0,0,0,0,0,0,0,0,0,0
46_1_8,46_1_8_masked.jpg,46_1_8_binary.jpg,46,1,8,0,0,0,0,0,0,0,0,0,0
46_1_9,46_1_9_masked.jpg,46_1_9_binary.jpg,46,1,9,0,0,0,0,0,0,0,0,0,0
46_1_10,46_1_10_masked.jpg,46_1_10_binary.jpg,46,1,10,0,0,0,0,0,0,0,0,0,0
46_2_1,46_2_1_masked.jpg,46_2_1_binary.jpg,46,2,1,0,0,0,0,0,0,0,0,0,0
46_2_2,46_2_2_masked.jpg,46_2_2_binary.jpg,46,2,2,0,0,0,0,0,0,0,0,0,0
46_2_3,46_2_3_masked.jpg,46_2_3_binary.jpg,46,2,3,0,0,0,1,0,0,0,0,0,0
46_2_4,46_2_4_masked.jpg,46_2_4_binary.jpg,46,2,4,0,0,0,1,0,0,0,0,0,0
46_2_5,46_2_5_masked.jpg,46_2_5_binary.jpg,46,2,5,0,0,0,1,0,0,0,0,0,0
47_1_6,47_1_6_masked.jpg,47_1_6_binary.jpg,47,1,6,0,0,0,0,0,0,0,0,0,0
47_1_7,47_1_7_masked.jpg,47_1_7_binary.jpg,47,1,7,0,0,0,0,0,0,0,0,0,0
47_1_8,47_1_8_masked.jpg,47_1_8_binary.jpg,47,1,8,0,0,0,0,0,0,1,0,0,0
47_1_9,47_1_9_masked.jpg,47_1_9_binary.jpg,47,1,9,0,0,0,0,0,0,0,0,0,0
47_1_10,47_1_10_masked.jpg,47_1_10_binary.jpg,47,1,10,0,0,0,0,0,0,0,0,0,0
47_2_1,47_2_1_masked.jpg,47_2_1_binary.jpg,47,2,1,0,0,0,0,0,0,0,0,0,0
47_2_2,47_2_2_masked.jpg,47_2_2_binary.jpg,47,2,2,0,0,0,0,0,0,0,0,0,0
47_2_3,47_2_3_masked.jpg,47_2_3_binary.jpg,47,2,3,0,0,0,0,0,0,0,0,0,0
47_2_4,47_2_4_masked.jpg,47_2_4_binary.jpg,47,2,4,0,0,0,0,0,0,0,0,0,0
47_2_5,47_2_5_masked.jpg,47_2_5_binary.jpg,47,2,5,0,0,0,0,0,0,0,0,0,0
48_1_6,48_1_6_masked.jpg,48_1_6_binary.jpg,48,1,6,0,0,0,0,0,0,0,0,0,0
48_1_7,48_1_7_masked.jpg,48_1_7_binary.jpg,48,1,7,0,0,0,0,0,0,0,0,0,0
48_1_8,48_1_8_masked.jpg,48_1_8_binary.jpg,48,1,8,0,0,0,0,0,0,0,0,0,0
48_1_9,48_1_9_masked.jpg,48_1_9_binary.jpg,48,1,9,0,0,0,0,0,0,0,0,0,0
48_1_10,48_1_10_masked.jpg,48_1_10_binary.jpg,48,1,10,0,0,0,0,0,0,0,0,0,0
48_2_1,48_2_1_masked.jpg,48_2_1_binary.jpg,48,2,1,0,0,0,0,0,0,0,0,0,0
48_2_2,48_2_2_masked.jpg,48_2_2_binary.jpg,48,2,2,0,0,0,0,0,0,0,0,0,0
48_2_3,48_2_3_masked.jpg,48_2_3_binary.jpg,48,2,3,0,0,1,1,0,0,0,0,0,1
48_2_4,48_2_4_masked.jpg,48_2_4_binary.jpg,48,2,4,0,0,0,0,0,0,0,0,0,0
48_2_5,48_2_5_masked.jpg,48_2_5_binary.jpg,48,2,5,0,0,0,0,0,0,0,0,0,0
49_1_6,49_1_6_masked.jpg,49_1_6_binary.jpg,49,1,6,0,0,0,0,0,0,0,0,0,0
49_1_7,49_1_7_masked.jpg,49_1_7_binary.jpg,49,1,7,0,0,0,0,0,0,0,0,0,0
